neid,filename,filesize,status,date
1204020213,横封驱动.<mark>mp4</mark>,312.7 MB,转码完成,2021-01-09 17:47:002
1405088652,<mark>WeChat_20190926231854.mp4</mark>,6.2 MB,转码完成,2021-01-09 17:47:002
1352271021,飞鹤现场PLF设备视频20200910 (5).<mark>mp4</mark>,19.6 MB,转码完成,2021-01-09 17:47:002
1204234224,德尚12列丸剂整线20171229(太极绵阳).<mark>mp4</mark>,2.2 MB,转码完成,2021-01-09 17:47:002
1129377633,045、液体漏液视频（水状物料）.<mark>mp4</mark>,4.3 MB,转码完成,2021-01-09 17:47:002
2401711894,汤臣倍健现场PLF高速听装线-缓存20200810 (1).<mark>mp4</mark>,11.9 MB,转码完成,2021-01-09 17:47:002
1204051965,Universal8列螺杆机-菲林架 (4).<mark>mp4</mark>,125.5 MB,转码完成,2021-01-09 17:47:002
1206756261,indosa抽真空充氮封罐机-原理示意动画.<mark>mp4</mark>,3.6 MB,转码完成,2021-01-09 17:47:002
1300571583,040、补袋机构视频(科兴现场)<mark>20190815.mp4</mark>,12.1 MB,转码完成,2021-01-09 17:47:002
1206781908,OPTIMA 非织物包装.<mark>mp4</mark>,26.6 MB,转码完成,2021-01-09 17:47:002
1309023792,邯郸现场珐玛珈-装盒机<mark>20190815.mp4</mark>,5.5 MB,转码完成,2021-01-09 17:47:002
1405088643,<mark>WeChat_20190926231806.mp4</mark>,6.0 MB,转码完成,2021-01-09 17:47:002
2401711900,汤臣倍健现场PLF高速听装线-压圆帽盖机20200810 (1).<mark>mp4</mark>,12.1 MB,转码完成,2021-01-09 17:47:002
1129389933,stick整线设备运行合集<mark>20181220.mp4</mark>,2.1 GB,转码完成,2021-01-09 17:47:002
1096956195,【CM】らくらく服薬ゼリー「親子」篇30秒　株式会社龍角散-壶嘴袋.<mark>mp4</mark>,4.0 MB,转码完成,2021-01-09 17:47:002
1410527277,Vault数据库新加坡远程支持更改<mark>vault2020.mp4</mark>,103.3 MB,转码完成,2021-01-09 17:47:002
1206134694,2009_Nestle 3-1 Packaging Line(stick斗计数).<mark>mp4</mark>,85.5 MB,转码完成,2021-01-09 17:47:002
1096956192,<mark>CLARIX.mp4</mark>,692.9 KB,转码完成,2021-01-09 17:47:002
1335653343,Citrix XenDesktop 7- 工作原理介绍_超清.<mark>mp4</mark>,26.7 MB,转码完成,2021-01-09 17:47:002
1204017024,<mark>VID_20170726_201718.mp4</mark>,40.9 MB,转码完成,2021-01-09 17:47:002
1309023810,邯郸现场珐玛珈主机-装盒20190815 (1).<mark>mp4</mark>,8.5 MB,转码完成,2021-01-09 17:47:002
1206522798,Ferrum抽真空充氮封罐机-封口原理示意动画.<mark>mp4</mark>,180.9 KB,转码完成,2021-01-09 17:47:002
1204388751,汉顿-201711药机展-主机&整理<mark>20171120.mp4</mark>,2.1 MB,转码完成,2021-01-09 17:47:002
1405089786,<mark>WeChat_20190926231956.mp4</mark>,5.9 MB,转码完成,2021-01-09 17:47:002
1204389774,河南羚锐锦州理想规整理卡袋少袋后补袋录像.<mark>mp4</mark>,9.6 MB,转码完成,2021-01-09 17:47:002
1405088760,<mark>WeChat_20190926231919.mp4</mark>,6.0 MB,转码完成,2021-01-09 17:47:002
1206134700,2009_Nestle 3-1 Packaging <mark>Line.mp4</mark>,85.5 MB,转码完成,2021-01-09 17:47:002
1096940841,清洗小车动画---<mark>logo.mp4</mark>,52.7 MB,转码完成,2021-01-09 17:47:002
1203702771,Sequence <mark>06.mp4</mark>,19.2 MB,转码完成,2021-01-09 17:47:002
1096956207,Talcid Liquid bringt Linderung bei Sodbrennen und säurebedingten <mark>Magenschwerden.mp4</mark>,9.1 MB,转码完成,2021-01-09 17:47:002
1096956204,Smectalia <mark>1.mp4</mark>,3.1 MB,转码完成,2021-01-09 17:47:002
1203623922,OMAG-12列stick整线-换卷膜.<mark>mp4</mark>,16.9 MB,转码完成,2021-01-09 17:47:002
1096956210,<mark>53ff6c4e97e07434b42127146dea4a4b.mp4</mark>,913.2 KB,转码完成,2021-01-09 17:47:002
1309023831,邯郸现场珐玛珈物料输送进装盒<mark>20190815.mp4</mark>,2.1 MB,转码完成,2021-01-09 17:47:002
1257762471,听装线视频合集（压缩--手机播放用）.<mark>mp4</mark>,461.8 MB,转码完成,2021-01-09 17:47:002
1203573741,002、aranow-液体-13列机整线无需装袋.<mark>mp4</mark>,17.1 MB,转码完成,2021-01-09 17:47:002
1203626991,sanko-四边封设备800袋每分钟T.H.E.M_ Introducing the new Sanko FP-1000 High-Speed Pouch <mark>Machine.mp4</mark>,12.9 MB,转码完成,2021-01-09 17:47:002
1206134706,2009_Nestle Korea_Coffee Pouch Robot <mark>Caser.mp4</mark>,24.5 MB,转码完成,2021-01-09 17:47:002
1204386717,龙威-迪康现场(进装盒机料槽处卡袋视频)<mark>20170106.mp4</mark>,1.4 MB,转码完成,2021-01-09 17:47:002
1096956213,대원제약 콜대원 ‘짜메들리’편.<mark>mp4</mark>,4.0 MB,转码完成,2021-01-09 17:47:002
1309023825,邯郸现场珐玛珈转向-装盒<mark>20190815.mp4</mark>,9.3 MB,转码完成,2021-01-09 17:47:002
2053458492,小袋风干视频.<mark>mp4</mark>,9.7 MB,转码完成,2021-01-09 17:47:002
1096956219,<mark>Spot_Fluifort_1algg-novita.mp4</mark>,11.1 MB,转码完成,2021-01-09 17:47:002
1204022178,<mark>VID_20170726_202726.mp4</mark>,39.7 MB,转码完成,2021-01-09 17:47:002
540614747,教程_联想超融合H3000_使用.<mark>mp4</mark>,412.4 MB,转码完成,2021-01-09 17:47:002
1204198308,韩国千世+粉剂+十二列机整线运行录像<mark>1.mp4</mark>,116.6 MB,转码完成,2021-01-09 17:47:002
1309023843,邯郸现场珐玛珈主机-进装盒<mark>20190815.mp4</mark>,12.3 MB,转码完成,2021-01-09 17:47:003
1129110312,001、天添爱-三对一10列螺杆整线.<mark>mp4</mark>,196.9 MB,转码完成,2021-01-09 17:47:003
2732635777,006、河北一然益生菌stick线宣传视频.<mark>mp4</mark>,55.1 MB,转码完成,2021-01-09 17:47:003
1129099044,003、成都迪康-12列计量盒整线<mark>20170610.mp4</mark>,494.0 MB,转码完成,2021-01-09 17:47:003
2071413535,023、微康12列stick整线视频<mark>20200519.mp4</mark>,436.7 MB,转码完成,2021-01-09 17:47:003
1203624912,OMAG-计量盒部件清理 (1).<mark>mp4</mark>,11.3 MB,转码完成,2021-01-09 17:47:003
2732637886,012、央视经济半小时-品质不断接近母乳国产奶粉让中国妈妈们放心（伊利和君乐宝现场）.<mark>mp4</mark>,73.8 MB,转码完成,2021-01-09 17:47:003
1206864768,江西枫树博正米粉灌装设备<mark>20180310.mp4</mark>,7.1 MB,转码完成,2021-01-09 17:47:003
1179672123,Unette宣传视频20160903 (2).<mark>mp4</mark>,6.6 MB,转码完成,2021-01-09 17:47:003
1203742668,solpac8列螺杆机-主机运行录像<mark>20171106.mp4</mark>,205.7 MB,转码完成,2021-01-09 17:47:003
1204388793,汉顿-201711药机展-双层加隔板视频<mark>20171120.mp4</mark>,1.1 MB,转码完成,2021-01-09 17:47:003
2401711936,汤臣倍健现场PLF高速听装线-铁盖20200810 (2).<mark>mp4</mark>,15.9 MB,转码完成,2021-01-09 17:47:003
1204366266,锦州龙威二对一整线整理输送.<mark>mp4</mark>,5.4 MB,转码完成,2021-01-09 17:47:003
1203198912,韩国亚南10列机设备视频-山东欣生然现场20161202 (3).<mark>mp4</mark>,320.6 KB,转码完成,2021-01-09 17:47:003
1203605445,Mediseal CP600 Blister Machine装盒机较多.<mark>mp4</mark>,93.4 MB,转码完成,2021-01-09 17:47:003
1203198927,韩国亚南10列机设备视频-山东欣生然现场20161202 (4).<mark>mp4</mark>,347.2 KB,转码完成,2021-01-09 17:47:003
1170990516,013、百跃-二对一6列螺杆整线视频.<mark>mp4</mark>,254.0 MB,转码完成,2021-01-09 17:47:003
1203198924,韩国亚南10列机设备视频-山东欣生然现场20161202 (1).<mark>mp4</mark>,339.2 KB,转码完成,2021-01-09 17:47:003
2210063554,001、更换卷膜视频<mark>2015.07.05.mp4</mark>,260.3 MB,转码完成,2021-01-09 17:47:003
1203597117,Inever 8列机可切换充填头整线（stickpack machine MP INEVER complete line for pharma sector.mpg）.<mark>mp4</mark>,18.9 MB,转码完成,2021-01-09 17:47:003
1204368201,锦州龙威二对一整线装盒机推手机构.<mark>mp4</mark>,997.1 KB,转码完成,2021-01-09 17:47:003
1352272098,PLF输送过渡挤罐视频.<mark>mp4</mark>,31.5 MB,转码完成,2021-01-09 17:47:003
1203598278,Inever15列机整线（stickpack PH800 INEVER for pharma sector.avi）.<mark>mp4</mark>,26.2 MB,转码完成,2021-01-09 17:47:003
1170994509,008、Viplus <mark>intrduction.mp4</mark>,5.5 MB,转码完成,2021-01-09 17:47:003
1204235073,德尚视频（太极现场）-称重有问题，需要人工抽检<mark>20180802.mp4</mark>,9.0 MB,转码完成,2021-01-09 17:47:003
1170994500,006、Tatura Milk Corporate <mark>video.mp4</mark>,19.5 MB,转码完成,2021-01-09 17:47:003
1096956396,meiji酸奶stick宣传片(2).<mark>mp4</mark>,2.1 MB,转码完成,2021-01-09 17:47:003
1204023120,<mark>VID_20170726_200451.mp4</mark>,17.7 MB,转码完成,2021-01-09 17:47:003
1170994521,009、澳大利亞時事節目(Today Tonight)介紹Viplus維愛佳乳業-White <mark>Gold.mp4</mark>,18.2 MB,转码完成,2021-01-09 17:47:003
1204016964,<mark>VID_20170726_200517.mp4</mark>,20.9 MB,转码完成,2021-01-09 17:47:003
1203600174,Marchesini-Robovision - Marchesini <mark>Group.mp4</mark>,6.6 MB,转码完成,2021-01-09 17:47:003
1129041885,011、扬子江-12列计量盒整线（筚铃胃痛颗粒）<mark>2018.11.19.mp4</mark>,347.0 MB,转码完成,2021-01-09 17:47:003
1096956411,meiji酸奶stick宣传片(1).<mark>mp4</mark>,12.8 MB,转码完成,2021-01-09 17:47:003
1204096860,youngtech条状分装(stick、自动装盒)<mark>20170309.mp4</mark>,322.4 MB,转码完成,2021-01-09 17:47:003
2519720629,滚切刀的更换.<mark>mp4</mark>,674.0 MB,转码完成,2021-01-09 17:47:003
1203736356,SolpacTG11式stick整线.<mark>mp4</mark>,8.0 MB,转码完成,2021-01-09 17:47:003
1204024152,<mark>VID_20170726_201307.mp4</mark>,252.0 MB,转码完成,2021-01-09 17:47:003
1170994512,007、Tatura Milk Nutritionals <mark>Canning.mp4</mark>,39.6 MB,转码完成,2021-01-09 17:47:003
1257380460,Steelcase拍摄的宣传片_<mark>01042019.mp4</mark>,368.4 MB,转码完成,2021-01-09 17:47:003
1204023141,<mark>VID_20170726_201321.mp4</mark>,16.0 MB,转码完成,2021-01-09 17:47:003
1203599475,下料充填口粘粉20180808 (2).<mark>mp4</mark>,11.0 MB,转码完成,2021-01-09 17:47:003
2053451460,45切测试录像.<mark>mp4</mark>,3.0 MB,转码完成,2021-01-09 17:47:003
1204202328,韩国千世+粉剂+十二列机整线运行录像<mark>3.mp4</mark>,371.2 MB,转码完成,2021-01-09 17:47:003
1204019049,VID_20170726驱动罩内部.<mark>mp4</mark>,49.5 MB,转码完成,2021-01-09 17:47:003
2388955897,德尚一拖一包装生产线.<mark>mp4</mark>,96.4 MB,转码完成,2021-01-09 17:47:003
1352271915,PLF罐擦伤视频 (4).<mark>mp4</mark>,84.4 MB,转码完成,2021-01-09 17:47:003
1204243305,汤臣倍健-珐玛珈10列计量盒半线20190225②.<mark>mp4</mark>,7.8 MB,转码完成,2021-01-09 17:47:003
2519730847,化学螺栓安装方法 芮丹军.<mark>mp4</mark>,6.2 MB,转码完成,2021-01-09 17:47:003
1204244343,发泰10列整线视频（201711药机展）<mark>20171106.mp4</mark>,11.9 MB,转码完成,2021-01-09 17:47:003
1206091602,CURTI装盒机( CURTI AVM150 - Packaging division Curti spa - YouTube [720p]).<mark>mp4</mark>,51.3 MB,转码完成,2021-01-09 17:47:003
1203624708,OMAG-12列stick整线-滚切刀 (1).<mark>mp4</mark>,1.1 MB,转码完成,2021-01-09 17:47:003
1204027257,20170726推手.<mark>mp4</mark>,437.6 MB,转码完成,2021-01-09 17:47:003
1096956369,What is an energy <mark>gel.mp4</mark>,25.4 MB,转码完成,2021-01-09 17:47:003
1204033284,Universal Pack-粉剂-长螺杆十列机整线.<mark>mp4</mark>,32.4 MB,转码完成,2021-01-09 17:47:003
2256882247,仅一PRESTA6000泡罩线运行录像<mark>20200706.mp4</mark>,749.5 MB,转码完成,2021-01-09 17:47:003
1204047618,Universal8列螺杆机-机架 (4).<mark>mp4</mark>,20.9 MB,转码完成,2021-01-09 17:47:003
1204025637,<mark>VID_20170726_202805.mp4</mark>,37.6 MB,转码完成,2021-01-09 17:47:003
1203600129,Marchesini-Complete cosmetic line- Marchesini <mark>Group.mp4</mark>,10.5 MB,转码完成,2021-01-09 17:47:003
1203598203,Inever 粉剂18列机（stick pack SP1000 machine INEVER）.<mark>mp4</mark>,16.7 MB,转码完成,2021-01-09 17:47:003
1405088625,<mark>WeChat_20190926231841.mp4</mark>,6.2 MB,转码完成,2021-01-09 17:47:003
1204235022,德尚2对1十列颗粒剂整线20171229(太极).<mark>mp4</mark>,1.5 MB,转码完成,2021-01-09 17:47:003
1204022025,<mark>VID_20170726_202328.mp4</mark>,22.2 MB,转码完成,2021-01-09 17:47:003
1204241160,发泰计量反馈示意<mark>20180813.mp4</mark>,123.0 KB,转码完成,2021-01-09 17:47:003
2733155884,008、杜邦12列高速stick线宣传视频.<mark>mp4</mark>,12.1 MB,转码完成,2021-01-09 17:47:003
1204018962,VID_20170726横封驱动<mark>2.mp4</mark>,41.6 MB,转码完成,2021-01-09 17:47:003
1204378374,20170913济川药业发泰-装盒及后道 (5).<mark>mp4</mark>,188.2 MB,转码完成,2021-01-09 17:47:003
1096956339,meiji酸奶stick宣传片(3).<mark>mp4</mark>,2.3 MB,转码完成,2021-01-09 17:47:003
1405089648,<mark>WeChat_20190926231942.mp4</mark>,6.2 MB,转码完成,2021-01-09 17:47:003
1203598197,Inever 粉剂5列机（BY300 Packaging Solutions）.<mark>mp4</mark>,15.3 MB,转码完成,2021-01-09 17:47:003
1203579759,Bosch+Toploader 整线.<mark>mp4</mark>,76.3 MB,转码完成,2021-01-09 17:47:003
1204357914,皇普-2017.4药机展现场展示视频2017.4.20 (3).<mark>mp4</mark>,749.5 KB,转码完成,2021-01-09 17:47:003
1129105311,012、寿仙谷-5列螺杆整线<mark>20180730.mp4</mark>,1.6 MB,转码完成,2021-01-09 17:47:003
2519726842,称校准.<mark>mp4</mark>,40.7 MB,转码完成,2021-01-09 17:47:003
1170986259,13预封口机.<mark>mp4</mark>,89.1 MB,转码完成,2021-01-09 17:47:003
1202869098,软双铝动画（加速0806）.<mark>mp4</mark>,179.3 MB,转码完成,2021-01-09 17:47:003
1209247947,太极工厂2对1stick整线（含补袋机构）<mark>20190710.mp4</mark>,11.6 MB,转码完成,2021-01-09 17:47:003
1096956345,Gaviscon广告.<mark>mp4</mark>,2.4 MB,转码完成,2021-01-09 17:47:004
1096956348,Team Sky 4 Hours Fuel Pack <mark>Unboxing.mp4</mark>,66.7 MB,转码完成,2021-01-09 17:47:004
1129087890,019、金诃藏药-12列计量盒整线<mark>20170610.mp4</mark>,571.6 MB,转码完成,2021-01-09 17:47:004
1204023075,<mark>VID_20170726_200300.mp4</mark>,19.6 MB,转码完成,2021-01-09 17:47:004
2053443204,液体不夹料视频（水状物料）.<mark>mp4</mark>,6.4 MB,转码完成,2021-01-09 17:47:004
1203600219,Marchesini-High speed Blister Line - Marchesini <mark>Group.mp4</mark>,10.5 MB,转码完成,2021-01-09 17:47:004
1204049697,Universal8列螺杆机-电路气路 (2).<mark>mp4</mark>,68.1 MB,转码完成,2021-01-09 17:47:004
1129347000,007、美乐家-8列螺杆整线<mark>20190113.mp4</mark>,580.2 MB,转码完成,2021-01-09 17:47:004
2519724742,膜阻尼.<mark>mp4</mark>,19.8 MB,转码完成,2021-01-09 17:47:004
1203574614,后谷咖啡现场aranow运行视频.<mark>mp4</mark>,232.1 KB,转码完成,2021-01-09 17:47:004
1204240173,普泽生物现场德尚设备视频 (3).<mark>mp4</mark>,72.5 MB,转码完成,2021-01-09 17:47:004
2381933845,Universal8列螺杆机-传动机构 (4).<mark>mp4</mark>,74.7 MB,转码完成,2021-01-09 17:47:004
1335650169,Citrix XenDesktop7 Demo 演示_超清.<mark>mp4</mark>,13.7 MB,转码完成,2021-01-09 17:47:004
1203598161,Inever液体5列机（Stickpack machine PH600 Inever packaging）.<mark>mp4</mark>,75.6 MB,转码完成,2021-01-09 17:47:004
1170991419,013、百跃-8列螺杆整线（爬坡式）<mark>20180626.mp4</mark>,267.1 MB,转码完成,2021-01-09 17:47:004
1096956306,SiS <mark>WHEY20.mp4</mark>,3.6 MB,转码完成,2021-01-09 17:47:004
2382884590,博正听装线-充填<mark>7.mp4</mark>,29.7 MB,转码完成,2021-01-09 17:47:004
1290939393,高速听装整线远景.<mark>mp4</mark>,607.7 MB,转码完成,2021-01-09 17:47:004
2380577038,Universal8列螺杆机-成型机构 (1).<mark>mp4</mark>,17.0 MB,转码完成,2021-01-09 17:47:004
1170994494,005、ADP Production <mark>Line.mp4</mark>,32.5 MB,转码完成,2021-01-09 17:47:004
1204235058,德尚在太极绵阳工厂的12列丸剂整线运行视频.<mark>mp4</mark>,62.6 MB,转码完成,2021-01-09 17:47:004
2465937943,055、主机内嵌登高梯<mark>20200822.mp4</mark>,142.5 MB,转码完成,2021-01-09 17:47:004
1096956309,ROAD REVIEW Gel <mark>Shootout.mp4</mark>,124.0 MB,转码完成,2021-01-09 17:47:004
1203597120,Inever 双列机（Stickpack machine by300 INEVER.mpg）.<mark>mp4</mark>,13.6 MB,转码完成,2021-01-09 17:47:004
1203623751,Omag pharmasachet C3 10 granular <mark>filler.mp4</mark>,56.3 MB,转码完成,2021-01-09 17:47:004
1096956312,SIS Go Gel功能饮料.<mark>mp4</mark>,19.0 MB,转码完成,2021-01-09 17:47:004
2309285203,019、压袋机构视频.<mark>mp4</mark>,24.9 MB,转码完成,2021-01-09 17:47:004
1204040496,Universal8列螺杆机-传动机构 (2).<mark>mp4</mark>,143.3 MB,转码完成,2021-01-09 17:47:004
1352273001,PLF充填精度正负14g照片 (4).<mark>mp4</mark>,176.9 MB,转码完成,2021-01-09 17:47:004
1206091548,cama-设备介绍宣传录像.<mark>mp4</mark>,31.6 MB,转码完成,2021-01-09 17:47:004
1203584832,设备视频<mark>20180329.mp4</mark>,1.3 MB,转码完成,2021-01-09 17:47:004
1731011115,002、自动接膜机构<mark>20200214.mp4</mark>,78.3 MB,转码完成,2021-01-09 17:47:004
1203579579,Ultrasonic Sealing Technology（超声波封口技术）.<mark>mp4</mark>,37.7 MB,转码完成,2021-01-09 17:47:004
1204240071,普泽生物现场德尚设备视频 (1).<mark>mp4</mark>,50.1 MB,转码完成,2021-01-09 17:47:004
1204389519,河南羚锐锦州理想整理机少袋补袋录像<mark>2.mp4</mark>,13.4 MB,转码完成,2021-01-09 17:47:004
1129346652,009、美乐家-6列螺杆整线<mark>20180629.mp4</mark>,136.8 MB,转码完成,2021-01-09 17:47:004
1290849789,抽真空充氮封口一体机.<mark>mp4</mark>,483.5 MB,转码完成,2021-01-09 17:47:004
1204372164,珠海锐创液体单列机（贵阳亚宝）20180711 (2).<mark>mp4</mark>,1.8 MB,转码完成,2021-01-09 17:47:004
1170986178,飞鹤70听装线<mark>2016.5.26.mp4</mark>,399.4 MB,转码完成,2021-01-09 17:47:004
1209248028,2对1stick装袋整线（含补袋机构）20190710 (2).<mark>mp4</mark>,11.2 MB,转码完成,2021-01-09 17:47:004
2146541284,砝码加介绍条包设备 2020-06-04 .<mark>mp4</mark>,591.8 MB,转码完成,2021-01-09 17:47:004
1204234971,太极绵阳工厂德尚丸剂12列整线 (7)<mark>20180118.mp4</mark>,152.2 MB,转码完成,2021-01-09 17:47:004
1129361013,022、多列数粒示意<mark>20170610.mp4</mark>,1.2 MB,转码完成,2021-01-09 17:47:004
1203600027,Marchesini-High Speed <mark>Cartoner.mp4</mark>,5.2 MB,转码完成,2021-01-09 17:47:004
1204051692,Universal8列螺杆机-菲林架 (3).<mark>mp4</mark>,90.2 MB,转码完成,2021-01-09 17:47:004
1203605142,MediSeal_Maschinenfunktionen stick经典标杆, 点胶.<mark>mp4</mark>,12.7 MB,转码完成,2021-01-09 17:47:004
1204047594,Universal8列螺杆机-机架 (3).<mark>mp4</mark>,51.3 MB,转码完成,2021-01-09 17:47:004
1171876086,丸剂视觉检测.<mark>mp4</mark>,9.7 MB,转码完成,2021-01-09 17:47:004
2336449117,Mediseal-德国展会设备视频 (2).<mark>mp4</mark>,76.5 MB,转码完成,2021-01-09 17:47:004
1203596940,Inever 7列机（Stickpack machine SP800 by INEVER.avi）.<mark>mp4</mark>,21.3 MB,转码完成,2021-01-09 17:47:004
1206091368,Cama-小包装的食品装盒录像.<mark>mp4</mark>,32.1 MB,转码完成,2021-01-09 17:47:004
1170994425,003、澳洲进口温妮奶粉生产基地--百年名厂Viplus车间一撇.<mark>mp4</mark>,6.2 MB,转码完成,2021-01-09 17:47:004
1170994431,002、澳励娃OLIBABY婴幼儿配方奶粉品牌宣传片.<mark>mp4</mark>,19.4 MB,转码完成,2021-01-09 17:47:004
1204096758,youngtech粉末分装(四边封、自动装盒)<mark>20170309.mp4</mark>,253.2 MB,转码完成,2021-01-09 17:47:004
